,Unnamed: 0,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Pure Rent,Size,Date From,Date To,DataFrame Date,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
1155,1155,7700222,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding-Grenze-Mitte-Moabit.7700222.html,08.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,749.0,24,2023-10-01,2024-03-31,20230813,5000,5.0,31.208333333333332,08.08.2023-749.0-31.208333333333332 Berlin,Friedrichshain,2024-03,Location not found: Friedrichshain,Location not found: Friedrichshain
1156,1156,9856124,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte-Fhain.9856124.html,08.08.2023,"Berlin
                                                                    Buckow",Berlin,                                                                   Buckow,Muster Str. 1,600.0,20,2019-06-01,,20230813,5000,,30.0,08.08.2023-600.0-30.0 Berlin,Berlin,,Location not found: Berlin,Location not found: Berlin
1157,1157,10364651,www.wg-gesucht.de/wg-zimmer-in-Berlin.10364651.html,08.08.2023,"Berlin
                                                                    Wedding Grenze Mitte/Moabit",Berlin,                                                                   Wedding Grenze Mitte/Moabit,Muster Str. 1,540.0,22,2023-09-01,,20230813,5000,,24.545454545454547,08.08.2023-540.0-24.545454545454547 Berlin,Mitte,,Location not found: Mitte,Location not found: Mitte
1158,1158,7050633,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.7050633.html,08.08.2023,"Berlin
                                                                    Mitte/Fhain",Berlin,                                                                   Mitte/Fhain,Muster Str. 1,1200.0,60,2023-08-15,2023-09-30,20230813,5000,1.0,20.0,08.08.2023-1200.0-20.0 Berlin,Mitte,2023-09,Location not found: Mitte,Location not found: Mitte
1159,1159,8456667,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.8456667.html,08.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,750.0,9,2023-08-08,2023-09-10,20230813,5000,1.0,83.33333333333333,08.08.2023-750.0-83.33333333333333 Berlin,Berlin,2023-09,Location not found: Berlin,Location not found: Berlin
1160,1160,10326964,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10326964.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,450.0,13,2023-08-14,,20230813,5000,,34.61538461538461,13.08.2023-450.0-34.61538461538461 Zimmervon HousingAnywhere*,Berlin,,Location not found: Berlin,Location not found: Berlin
1161,1161,10368472,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10368472.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,440.0,17,2023-08-14,,20230813,5000,,25.88235294117647,13.08.2023-440.0-25.88235294117647 Zimmervon Spotahome*,Berlin,,Location not found: Berlin,Location not found: Berlin
1162,1162,9525558,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof.9525558.html,08.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,700.0,15,2023-09-01,2023-12-31,20230813,5000,3.0,46.666666666666664,08.08.2023-700.0-46.666666666666664 Berlin,Kreuzberg,2023-12,Location not found: Kreuzberg,Location not found: Kreuzberg
1163,1163,6501162,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.6501162.html,08.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,700.0,18,2023-08-30,2023-10-25,20230813,5000,2.0,38.888888888888886,08.08.2023-700.0-38.888888888888886 Berlin,Friedrichshain,2023-10,Location not found: Friedrichshain,Location not found: Friedrichshain
1164,1164,8824847,www.wg-gesucht.de/wg-zimmer-in-Berlin-Alt-Treptow.8824847.html,08.08.2023,"Berlin
                                                                    Tempelhof",Berlin,                                                                   Tempelhof,Muster Str. 1,550.0,11,2023-09-02,2023-09-30,20230813,5000,0.0,50.0,08.08.2023-550.0-50.0 Berlin,Tempelhof,2023-09,Location not found: Tempelhof,Location not found: Tempelhof
1165,1165,7461185,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof.7461185.html,08.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,610.0,19,2023-09-01,2023-12-30,20230813,5000,3.0,32.10526315789474,08.08.2023-610.0-32.10526315789474 Berlin,Neukölln,2023-12,Location not found: Neukölln,Location not found: Neukölln
1166,1166,10366689,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10366689.html,08.08.2023,"Berlin
                                                                    Alt-Treptow",Berlin,                                                                   Alt-Treptow,Muster Str. 1,130.0,25,2023-08-23,2023-08-30,20230813,5000,0.0,5.2,08.08.2023-130.0-5.2 Berlin,Treptow,2023-08,Location not found: Treptow,Location not found: Treptow
1167,1167,9633512,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9633512.html,08.08.2023,"Berlin
                                                                    Tempelhof",Berlin,                                                                   Tempelhof,Muster Str. 1,500.0,17,2023-09-01,2023-10-31,20230813,5000,1.0,29.41176470588235,08.08.2023-500.0-29.41176470588235 Berlin,Tempelhof,2023-10,Location not found: Tempelhof,Location not found: Tempelhof
1168,1168,5285258,www.wg-gesucht.de/wg-zimmer-in-Berlin-Baumschulenweg.5285258.html,08.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,600.0,26,2023-08-19,2023-09-21,20230813,5000,1.0,23.076923076923077,08.08.2023-600.0-23.076923076923077 Berlin,Kreuzberg,2023-09,Location not found: Kreuzberg,Location not found: Kreuzberg
1169,1169,9837409,www.wg-gesucht.de/wg-zimmer-in-Berlin-Haselhorst-Spandau.9837409.html,08.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,750.0,20,2023-08-14,2024-02-05,20230813,5000,6.0,37.5,08.08.2023-750.0-37.5 Berlin,Prenzlauer Berg,2024-02,Location not found: Prenzlauer Berg,Location not found: Prenzlauer Berg
1170,1170,9469321,www.wg-gesucht.de/wg-zimmer-in-Berlin-Treptow.9469321.html,08.08.2023,"Berlin
                                                                    Baumschulenweg",Berlin,                                                                   Baumschulenweg,Muster Str. 1,300.0,30,2023-08-10,2023-08-29,20230813,5000,0.0,10.0,08.08.2023-300.0-10.0 Berlin,Berlin,2023-08,Location not found: Berlin,Location not found: Berlin
1171,1171,6042856,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte-City-Ost.6042856.html,08.08.2023,"Berlin
                                                                    Haselhorst Spandau",Berlin,                                                                   Haselhorst Spandau,Muster Str. 1,550.0,19,2023-08-08,2023-10-01,20230813,5000,2.0,28.94736842105263,08.08.2023-550.0-28.94736842105263 Berlin,Spandau,2023-10,Location not found: Spandau,Location not found: Spandau
1172,1172,10359612,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedenau.10359612.html,08.08.2023,"Berlin
                                                                    Treptow",Berlin,                                                                   Treptow,Muster Str. 1,610.0,14,2023-08-08,2023-09-30,20230813,5000,1.0,43.57142857142857,08.08.2023-610.0-43.57142857142857 Berlin,Treptow,2023-09,Location not found: Treptow,Location not found: Treptow
1173,1173,10219436,www.wg-gesucht.de/wg-zimmer-in-Berlin.10219436.html,08.08.2023,"Berlin
                                                                    Mitte- City Ost",Berlin,                                                                   Mitte- City Ost,Muster Str. 1,599.0,16,2023-09-01,2023-12-01,20230813,5000,3.0,37.4375,08.08.2023-599.0-37.4375 Berlin,Mitte,2023-12,Location not found: Mitte,Location not found: Mitte
1174,1174,10296553,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10296553.html,08.08.2023,"Berlin
                                                                    Friedenau",Berlin,                                                                   Friedenau,Muster Str. 1,500.0,26,2023-08-15,2023-09-30,20230813,5000,1.0,19.23076923076923,08.08.2023-500.0-19.23076923076923 Berlin,Friedenau,2023-09,Location not found: Friedenau,Location not found: Friedenau
1175,1175,10225098,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.10225098.html,08.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,1100.0,33,2023-08-15,,20230813,5000,,33.333333333333336,08.08.2023-1100.0-33.333333333333336 Berlin,Berlin,,Location not found: Berlin,Location not found: Berlin
1176,1176,10342406,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10342406.html,08.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,650.0,10,2023-09-01,,20230813,5000,,65.0,08.08.2023-650.0-65.0 Berlin,Prenzlauer Berg,,Location not found: Prenzlauer Berg,Location not found: Prenzlauer Berg
1177,1177,10367995,www.wg-gesucht.de/wg-zimmer-in-Berlin-Koepenick.10367995.html,08.08.2023,"Berlin
                                                                    Weissensee",Berlin,                                                                   Weissensee,Muster Str. 1,720.0,22,2023-08-08,,20230813,5000,,32.72727272727273,08.08.2023-720.0-32.72727272727273 Berlin,Berlin,,Location not found: Berlin,Location not found: Berlin
1178,1178,10368039,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10368039.html,08.08.2023,"Berlin
                                                                    Spandau",Berlin,                                                                   Spandau,Muster Str. 1,430.0,24,2023-11-01,,20230813,5000,,17.916666666666668,08.08.2023-430.0-17.916666666666668 Berlin,Spandau,,Location not found: Spandau,Location not found: Spandau
1179,1179,6835750,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.6835750.html,08.08.2023,"Berlin
                                                                    Köpenick",Berlin,                                                                   Köpenick,Muster Str. 1,450.0,23,2023-08-08,2023-10-06,20230813,5000,2.0,19.565217391304348,08.08.2023-450.0-19.565217391304348 Berlin,Köpenick,2023-10,Location not found: Köpenick,Location not found: Köpenick
1180,1180,10365420,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wannsee.10365420.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,440.0,17,2023-08-14,,20230813,5000,,25.88235294117647,13.08.2023-440.0-25.88235294117647 Zimmervon HousingAnywhere*,Berlin,,Location not found: Berlin,Location not found: Berlin
1181,1181,10365548,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wannsee.10365548.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,430.0,24,2023-08-14,,20230813,5000,,17.916666666666668,13.08.2023-430.0-17.916666666666668 Zimmervon Spotahome*,Berlin,,Location not found: Berlin,Location not found: Berlin
1182,1182,9812671,www.wg-gesucht.de/wg-zimmer-in-Berlin-Rummelsburg.9812671.html,08.08.2023,"Berlin
                                                                    Wannsee",Berlin,                                                                   Wannsee,Muster Str. 1,650.0,16,2023-09-01,2025-08-31,20230813,5000,23.0,40.625,08.08.2023-650.0-40.625 Berlin,Wannsee,2025-08,Location not found: Wannsee,Location not found: Wannsee
1183,1183,9979329,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.9979329.html,08.08.2023,"Berlin
                                                                    Wannsee",Berlin,                                                                   Wannsee,Muster Str. 1,700.0,16,2023-09-01,2025-08-31,20230813,5000,23.0,43.75,08.08.2023-700.0-43.75 Berlin,Wannsee,2025-08,Location not found: Wannsee,Location not found: Wannsee
1184,1184,9622853,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.9622853.html,08.08.2023,"Berlin
                                                                    Rummelsburg",Berlin,                                                                   Rummelsburg,Muster Str. 1,450.0,18,2023-09-01,2023-10-25,20230813,5000,1.0,25.0,08.08.2023-450.0-25.0 Berlin,Rummelsburg,2023-10,Location not found: Rummelsburg,Location not found: Rummelsburg
1185,1185,9130875,www.wg-gesucht.de/wg-zimmer-in-Berlin-Reinickendorf.9130875.html,08.08.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,400.0,19,2023-08-17,2023-10-25,20230813,5000,2.0,21.05263157894737,08.08.2023-400.0-21.05263157894737 Berlin,Lichtenberg,2023-10,Location not found: Lichtenberg,Location not found: Lichtenberg
1186,1186,9484146,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9484146.html,08.08.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,680.0,20,2023-09-01,,20230813,5000,,34.0,08.08.2023-680.0-34.0 Berlin,Steglitz,,Location not found: Steglitz,Location not found: Steglitz
1187,1187,10367983,www.wg-gesucht.de/wg-zimmer-in-Berlin-Koepenick.10367983.html,08.08.2023,"Berlin
                                                                    Reinickendorf",Berlin,                                                                   Reinickendorf,Muster Str. 1,650.0,14,2023-09-01,,20230813,5000,,46.42857142857143,08.08.2023-650.0-46.42857142857143 Berlin,Reinickendorf,,Location not found: Reinickendorf,Location not found: Reinickendorf
1188,1188,10330189,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10330189.html,08.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,650.0,28,2023-08-08,2023-08-28,20230813,5000,0.0,23.214285714285715,08.08.2023-650.0-23.214285714285715 Berlin,Mitte,2023-08,Location not found: Mitte,Location not found: Mitte
1189,1189,8352027,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.8352027.html,08.08.2023,"Berlin
                                                                    Köpenick",Berlin,                                                                   Köpenick,Muster Str. 1,900.0,14,2023-08-08,,20230813,5000,,64.28571428571429,08.08.2023-900.0-64.28571428571429 Berlin,Köpenick,,Location not found: Köpenick,Location not found: Köpenick
1190,1190,10330622,www.wg-gesucht.de/wg-zimmer-in-Berlin-Alt-Moabit.10330622.html,08.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,590.0,17,2023-08-24,,20230813,5000,,34.705882352941174,08.08.2023-590.0-34.705882352941174 Berlin,Kreuzberg,,Location not found: Kreuzberg,Location not found: Kreuzberg
1191,1191,5569784,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.5569784.html,08.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,707.0,33,2023-09-15,,20230813,5000,,21.424242424242426,08.08.2023-707.0-21.424242424242426 Berlin,Friedrichshain,,Location not found: Friedrichshain,Location not found: Friedrichshain
1192,1192,10358590,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10358590.html,08.08.2023,"Berlin
                                                                    Alt-Moabit",Berlin,                                                                   Alt-Moabit,Muster Str. 1,480.0,22,2023-08-08,2023-10-28,20230813,5000,2.0,21.818181818181817,08.08.2023-480.0-21.818181818181817 Berlin,Moabit,2023-10,Location not found: Moabit,Location not found: Moabit
1193,1193,10366198,www.wg-gesucht.de/wg-zimmer-in-Berlin-Siemensstadt.10366198.html,08.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,750.0,23,2023-09-01,2023-10-01,20230813,5000,1.0,32.608695652173914,08.08.2023-750.0-32.608695652173914 Berlin,Kreuzberg,2023-10,Location not found: Kreuzberg,Location not found: Kreuzberg
1194,1194,9507746,www.wg-gesucht.de/wg-zimmer-in-Berlin.9507746.html,08.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,150.0,18,2023-08-18,2023-08-26,20230813,5000,0.0,8.333333333333334,08.08.2023-150.0-8.333333333333334 Berlin,Neukölln,2023-08,Location not found: Neukölln,Location not found: Neukölln
1195,1195,10365152,www.wg-gesucht.de/wg-zimmer-in-Berlin.10365152.html,08.08.2023,"Berlin
                                                                    Siemensstadt",Berlin,                                                                   Siemensstadt,Muster Str. 1,470.0,14,2023-08-25,2024-08-31,20230813,5000,12.0,33.57142857142857,08.08.2023-470.0-33.57142857142857 Berlin,Siemensstadt,2024-08,Location not found: Siemensstadt,Location not found: Siemensstadt
1196,1196,7782996,www.wg-gesucht.de/wg-zimmer-in-Berlin.7782996.html,08.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,700.0,20,2023-09-01,,20230813,5000,,35.0,08.08.2023-700.0-35.0 Berlin,Berlin,,Location not found: Berlin,Location not found: Berlin
1197,1197,10367249,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichtenberg.10367249.html,08.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,300.0,30,2023-08-14,2023-08-30,20230813,5000,0.0,10.0,08.08.2023-300.0-10.0 Berlin,Berlin,2023-08,Location not found: Berlin,Location not found: Berlin
1198,1198,7395129,www.wg-gesucht.de/wg-zimmer-in-Berlin-Stieglitz.7395129.html,08.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,300.0,21,2023-08-12,2023-08-31,20230813,5000,0.0,14.285714285714286,08.08.2023-300.0-14.285714285714286 Berlin,Berlin,2023-08,Location not found: Berlin,Location not found: Berlin
1199,1199,10306585,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10306585.html,08.08.2023,"Berlin
                                                                    Lichtenberg",Berlin,                                                                   Lichtenberg,Muster Str. 1,400.0,18,2023-08-15,2023-10-01,20230813,5000,2.0,22.22222222222222,08.08.2023-400.0-22.22222222222222 Berlin,Lichtenberg,2023-10,Location not found: Lichtenberg,Location not found: Lichtenberg
1200,1200,9805582,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.9805582.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,420.0,13,2023-08-14,,20230813,5000,,32.30769230769231,13.08.2023-420.0-32.30769230769231 Zimmervon HousingAnywhere*,Berlin,,Location not found: Berlin,Location not found: Berlin
1201,1201,2860622,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.2860622.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,390.0,14,2023-08-14,,20230813,5000,,27.857142857142858,13.08.2023-390.0-27.857142857142858 Zimmervon Spotahome*,Berlin,,Location not found: Berlin,Location not found: Berlin
1202,1202,5448793,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wittenau.5448793.html,08.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,600.0,22,2023-09-01,2023-12-31,20230813,5000,3.0,27.272727272727273,08.08.2023-600.0-27.272727272727273 Berlin,Charlottenburg,2023-12,Location not found: Charlottenburg,Location not found: Charlottenburg
1203,1203,10318260,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mittelbruchzeile.10318260.html,08.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,450.0,15,2023-08-08,,20230813,5000,,30.0,08.08.2023-450.0-30.0 Berlin,Neukölln,,Location not found: Neukölln,Location not found: Neukölln
1204,1204,10366836,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10366836.html,08.08.2023,"Berlin
                                                                    Wittenau",Berlin,                                                                   Wittenau,Muster Str. 1,475.0,16,2023-10-01,,20230813,5000,,29.6875,08.08.2023-475.0-29.6875 Berlin,Berlin,,Location not found: Berlin,Location not found: Berlin
1205,1205,5501236,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wittenau.5501236.html,08.08.2023,"Berlin
                                                                    Mittelbruchzeile",Berlin,                                                                   Mittelbruchzeile,Muster Str. 1,299.0,20,2023-08-12,2023-09-05,20230813,5000,1.0,14.95,08.08.2023-299.0-14.95 Berlin,Mitte,2023-09,Location not found: Mitte,Location not found: Mitte
1206,1206,10350876,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.10350876.html,08.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,415.0,20,2023-08-14,2023-10-20,20230813,5000,2.0,20.75,08.08.2023-415.0-20.75 Berlin,Kreuzberg,2023-10,Location not found: Kreuzberg,Location not found: Kreuzberg
1207,1207,7657472,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.7657472.html,08.08.2023,"Berlin
                                                                    Wittenau",Berlin,                                                                   Wittenau,Muster Str. 1,349.0,15,2023-09-01,,20230813,5000,,23.266666666666666,08.08.2023-349.0-23.266666666666666 Berlin,Berlin,,Location not found: Berlin,Location not found: Berlin
1208,1208,8611645,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.8611645.html,08.08.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,360.0,13,2023-09-01,2025-03-31,20230813,5000,18.0,27.692307692307693,08.08.2023-360.0-27.692307692307693 Berlin,Gesundbrunnen,2025-03,Location not found: Gesundbrunnen,Location not found: Gesundbrunnen
1209,1209,10366129,www.wg-gesucht.de/wg-zimmer-in-Berlin-Buckow.10366129.html,08.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,499.0,22,2023-08-15,,20230813,5000,,22.681818181818183,08.08.2023-499.0-22.681818181818183 Berlin,Wedding,,Location not found: Wedding,Location not found: Wedding
1210,1210,8438914,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.8438914.html,07.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,350.0,14,2023-08-11,2023-09-03,20230813,5000,1.0,25.0,07.08.2023-350.0-25.0 Berlin,Kreuzberg,2023-09,Location not found: Kreuzberg,Location not found: Kreuzberg
1211,1211,10045164,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10045164.html,07.08.2023,"Berlin
                                                                    Buckow",Berlin,                                                                   Buckow,Muster Str. 1,575.0,16,2023-09-01,2024-04-01,20230813,5000,7.0,35.9375,07.08.2023-575.0-35.9375 Berlin,Berlin,2024-04,Location not found: Berlin,Location not found: Berlin
1212,1212,10365950,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10365950.html,07.08.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,900.0,16,2023-09-01,2024-10-31,20230813,5000,13.0,56.25,07.08.2023-900.0-56.25 Berlin,Schöneberg,2024-10,Location not found: Schöneberg,Location not found: Schöneberg
1213,1213,9416766,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.9416766.html,07.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,395.0,14,2023-08-15,,20230813,5000,,28.214285714285715,07.08.2023-395.0-28.214285714285715 Berlin,Mitte,,Location not found: Mitte,Location not found: Mitte
1214,1214,7350035,www.wg-gesucht.de/wg-zimmer-in-Berlin-Rudow.7350035.html,07.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,750.0,14,2023-09-01,2024-03-31,20230813,5000,6.0,53.57142857142857,07.08.2023-750.0-53.57142857142857 Berlin,Friedrichshain,2024-03,Location not found: Friedrichshain,Location not found: Friedrichshain
1215,1215,10366253,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10366253.html,07.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,390.0,15,2023-08-20,2023-09-27,20230813,5000,1.0,26.0,07.08.2023-390.0-26.0 Berlin,Wedding,2023-09,Location not found: Wedding,Location not found: Wedding
1216,1216,9787601,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9787601.html,07.08.2023,"Berlin
                                                                    Rudow",Berlin,                                                                   Rudow,Muster Str. 1,500.0,16,2023-09-01,,20230813,5000,,31.25,07.08.2023-500.0-31.25 Berlin,Berlin,,Location not found: Berlin,Location not found: Berlin
1217,1217,10366237,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10366237.html,07.08.2023,"Berlin
                                                                    Moabit",Berlin,                                                                   Moabit,Muster Str. 1,500.0,19,2023-08-27,2023-09-30,20230813,5000,1.0,26.31578947368421,07.08.2023-500.0-26.31578947368421 Berlin,Moabit,2023-09,Location not found: Moabit,Location not found: Moabit
1218,1218,7588281,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.7588281.html,07.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,588.0,16,2023-08-11,2023-09-07,20230813,5000,1.0,36.75,07.08.2023-588.0-36.75 Berlin,Kreuzberg,2023-09,Location not found: Kreuzberg,Location not found: Kreuzberg
1219,1219,7682868,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7682868.html,07.08.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,550.0,10,2023-09-01,,20230813,5000,,55.0,07.08.2023-550.0-55.0 Berlin,Berlin,,Location not found: Berlin,Location not found: Berlin
1220,1220,10354399,www.wg-gesucht.de/wg-zimmer-in-Berlin-Zehlendorf.10354399.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,460.0,19,2023-08-14,,20230813,5000,,24.210526315789473,13.08.2023-460.0-24.210526315789473 Zimmervon HousingAnywhere*,Berlin,,Location not found: Berlin,Location not found: Berlin
1221,1221,10354744,www.wg-gesucht.de/wg-zimmer-in-Berlin.10354744.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,430.0,18,2023-08-14,,20230813,5000,,23.88888888888889,13.08.2023-430.0-23.88888888888889 Zimmervon Spotahome*,Berlin,,Location not found: Berlin,Location not found: Berlin
1222,1222,5723697,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.5723697.html,07.08.2023,"Berlin
                                                                    Zehlendorf",Berlin,                                                                   Zehlendorf,Muster Str. 1,675.0,15,2023-09-15,2025-09-15,20230813,5000,24.0,45.0,07.08.2023-675.0-45.0 Berlin,Zehlendorf,2025-09,Location not found: Zehlendorf,Location not found: Zehlendorf
1223,1223,7905303,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.7905303.html,07.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,320.0,25,2023-08-17,2023-09-02,20230813,5000,1.0,12.8,07.08.2023-320.0-12.8 Berlin,Berlin,2023-09,Location not found: Berlin,Location not found: Berlin
1224,1224,10366027,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10366027.html,07.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,600.0,24,2023-08-07,,20230813,5000,,25.0,07.08.2023-600.0-25.0 Berlin,Mitte,,Location not found: Mitte,Location not found: Mitte
1225,1225,9877228,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Zehlendorf.9877228.html,07.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,225.0,14,2023-08-15,2023-09-01,20230813,5000,1.0,16.071428571428573,07.08.2023-225.0-16.071428571428573 Berlin,Kreuzberg,2023-09,Location not found: Kreuzberg,Location not found: Kreuzberg
1226,1226,10365980,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10365980.html,07.08.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,600.0,20,2023-10-01,2024-08-01,20230813,5000,10.0,30.0,07.08.2023-600.0-30.0 Berlin,Schöneberg,2024-08,Location not found: Schöneberg,Location not found: Schöneberg
