,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Price,Pure rent,Service Charge,Other Charge,Size,Date From,Date To,DataFrame,Deposit
1296,9503770,www.wg-gesucht.de/wg-zimmer-in-Berlin-Bergmannkiez.9503770.html,13.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,600€,5000,5000,5000,22m²,30.05.2023,31.07.2023,20230424,5000
1297,9861478,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof.9861478.html,13.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,650€,5000,5000,5000,18m²,01.07.2023,,20230424,5000
1298,10058128,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.10058128.html,13.05.2023,"Berlin
                                                                    Bergmannkiez",Berlin,                                                                   Bergmannkiez,Muster Str. 1,600€,5000,5000,5000,20m²,01.06.2023,01.08.2023,20230424,5000
1299,6089453,www.wg-gesucht.de/wg-zimmer-in-Berlin-Zehlendorf.6089453.html,13.05.2023,"Berlin
                                                                    Tempelhof",Berlin,                                                                   Tempelhof,Muster Str. 1,312€,5000,5000,5000,19m²,01.07.2023,,20230424,5000
1300,4935342,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.4935342.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,670 €,5000,5000,5000,16m²,01.06.2023,,20230424,5000
1301,4378558,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.4378558.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,600 €,5000,5000,5000,18m²,01.06.2023,,20230424,5000
1302,9757617,www.wg-gesucht.de/wg-zimmer-in-Berlin-Oberschoeneweide.9757617.html,12.05.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,225€,5000,5000,5000,20m²,15.05.2023,,20230424,5000
1303,9973631,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9973631.html,12.05.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,310€,5000,5000,5000,17m²,01.06.2023,,20230424,5000
1304,10011574,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10011574.html,12.05.2023,"Berlin
                                                                    Oberschöneweide",Berlin,                                                                   Oberschöneweide,Muster Str. 1,600€,5000,5000,5000,18m²,16.05.2023,06.06.2023,20230424,5000
1305,10063610,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.10063610.html,12.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,411€,5000,5000,5000,19m²,01.07.2023,,20230424,5000
1306,9427482,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.9427482.html,12.05.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,700€,5000,5000,5000,15m²,01.06.2023,31.07.2023,20230424,5000
1307,10053259,www.wg-gesucht.de/wg-zimmer-in-Berlin.10053259.html,12.05.2023,"Berlin
                                                                    Wilmersdorf",Berlin,                                                                   Wilmersdorf,Muster Str. 1,780€,5000,5000,5000,23m²,03.06.2023,,20230424,5000
1308,3605992,www.wg-gesucht.de/wg-zimmer-in-Berlin-Biesdorf.3605992.html,12.05.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,850€,5000,5000,5000,15m²,01.07.2023,30.09.2023,20230424,5000
1309,9932292,www.wg-gesucht.de/wg-zimmer-in-Berlin.9932292.html,12.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,6000€,5000,5000,5000,11m²,12.05.2023,,20230424,5000
1310,10062410,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10062410.html,12.05.2023,"Berlin
                                                                    Biesdorf",Berlin,                                                                   Biesdorf,Muster Str. 1,300€,5000,5000,5000,12m²,01.01.2024,31.12.2027,20230424,5000
1311,7583375,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.7583375.html,12.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,350€,5000,5000,5000,12m²,15.05.2023,30.05.2023,20230424,5000
1312,7543298,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7543298.html,12.05.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,550€,5000,5000,5000,18m²,12.05.2023,30.05.2023,20230424,5000
1313,2860622,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.2860622.html,12.05.2023,"Berlin
                                                                    Friedrichshain-Kreuzberg",Berlin,                                                                   Friedrichshain-Kreuzberg,Muster Str. 1,300€,5000,5000,5000,6m²,12.04.2023,,20230424,5000
1314,9032825,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.9032825.html,12.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,480€,5000,5000,5000,20m²,12.04.2023,,20230424,5000
1315,5333595,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.5333595.html,12.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,500€,5000,5000,5000,15m²,12.05.2023,,20230424,5000
1316,10063046,www.wg-gesucht.de/wg-zimmer-in-Berlin-Oberschoeneweide.10063046.html,12.05.2023,"Berlin
                                                                    Wilmersdorf",Berlin,                                                                   Wilmersdorf,Muster Str. 1,650€,5000,5000,5000,18m²,12.05.2023,,20230424,5000
1317,7952281,www.wg-gesucht.de/wg-zimmer-in-Berlin-Weissensee.7952281.html,12.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,410€,5000,5000,5000,21m²,16.05.2023,06.06.2023,20230424,5000
1318,9473504,www.wg-gesucht.de/wg-zimmer-in-Berlin-Koepenick.9473504.html,12.05.2023,"Berlin
                                                                    Oberschöneweide",Berlin,                                                                   Oberschöneweide,Muster Str. 1,519€,5000,5000,5000,11m²,01.08.2023,30.09.2023,20230424,5000
1319,8259907,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.8259907.html,12.05.2023,"Berlin
                                                                    Weißensee",Berlin,                                                                   Weißensee,Muster Str. 1,530€,5000,5000,5000,18m²,12.05.2023,31.01.2024,20230424,5000
1320,8177494,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshagen.8177494.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,430 €,5000,5000,5000,15m²,01.06.2023,,20230424,5000
1321,10062798,www.wg-gesucht.de/wg-zimmer-in-Berlin-Oberschoeneweide.10062798.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,410 €,5000,5000,5000,14m²,01.06.2023,,20230424,5000
1322,7820315,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.7820315.html,12.05.2023,"Berlin
                                                                    Friedrichshagen",Berlin,                                                                   Friedrichshagen,Muster Str. 1,550€,5000,5000,5000,13m²,01.08.2023,,20230424,5000
1323,10053466,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10053466.html,12.05.2023,"Berlin
                                                                    Oberschöneweide",Berlin,                                                                   Oberschöneweide,Muster Str. 1,410€,5000,5000,5000,18m²,15.06.2023,30.09.2023,20230424,5000
1324,10062089,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10062089.html,12.05.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,600€,5000,5000,5000,18m²,01.01.2024,,20230424,5000
1325,9631365,www.wg-gesucht.de/wg-zimmer-in-Berlin-Konradshoehe.9631365.html,12.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,150€,5000,5000,5000,30m²,21.05.2023,27.05.2023,20230424,5000
1326,9457490,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9457490.html,12.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,670€,5000,5000,5000,35m²,01.06.2023,,20230424,5000
1327,10062220,www.wg-gesucht.de/wg-zimmer-in-Berlin.10062220.html,12.05.2023,"Berlin
                                                                    Konradshöhe",Berlin,                                                                   Konradshöhe,Muster Str. 1,400€,5000,5000,5000,16m²,01.09.2023,,20230424,5000
1328,10059346,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10059346.html,12.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,55€,5000,5000,5000,35m²,17.07.2023,16.08.2023,20230424,5000
1329,10059539,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10059539.html,11.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,650€,5000,5000,5000,16m²,01.06.2023,15.11.2023,20230424,5000
1330,10061885,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10061885.html,11.05.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,750€,5000,5000,5000,70m²,01.08.2023,,20230424,5000
1331,10061983,www.wg-gesucht.de/wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.10061983.html,11.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,630€,5000,5000,5000,17m²,01.06.2023,,20230424,5000
1332,10061725,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.10061725.html,11.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,800€,5000,5000,5000,29m²,01.08.2023,,20230424,5000
1333,10061623,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10061623.html,11.05.2023,"Berlin
                                                                    Tempelhof-Schöneberg",Berlin,                                                                   Tempelhof-Schöneberg,Muster Str. 1,410€,5000,5000,5000,7m²,01.06.2023,,20230424,5000
1334,8226236,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.8226236.html,11.05.2023,"Berlin
                                                                    Wilmersdorf",Berlin,                                                                   Wilmersdorf,Muster Str. 1,344€,5000,5000,5000,21m²,04.08.2023,,20230424,5000
1335,9121666,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9121666.html,11.05.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,520€,5000,5000,5000,25m²,01.08.2023,,20230424,5000
1336,9565707,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9565707.html,11.05.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,440€,5000,5000,5000,16m²,01.06.2023,,20230424,5000
1337,9893476,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.9893476.html,11.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,530€,5000,5000,5000,15m²,01.07.2023,,20230424,5000
1338,10061245,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10061245.html,11.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,385€,5000,5000,5000,16m²,23.05.2023,20.06.2023,20230424,5000
1339,10031330,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.10031330.html,11.05.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,550€,5000,5000,5000,20m²,01.06.2023,,20230424,5000
1340,10060995,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10060995.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,490 €,5000,5000,5000,14m²,01.06.2023,,20230424,5000
1341,5503576,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.5503576.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,440 €,5000,5000,5000,15m²,01.06.2023,,20230424,5000
1342,10060829,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10060829.html,11.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,300€,5000,5000,5000,21m²,15.05.2023,31.05.2023,20230424,5000
1343,10060814,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10060814.html,11.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,615€,5000,5000,5000,20m²,29.05.2023,30.06.2023,20230424,5000
1344,9960694,www.wg-gesucht.de/wg-zimmer-in-Berlin-Marienfelde.9960694.html,11.05.2023,"Berlin
                                                                    Spandau",Berlin,                                                                   Spandau,Muster Str. 1,610€,5000,5000,5000,15m²,01.06.2023,30.06.2023,20230424,5000
1345,9130497,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.9130497.html,11.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,73€,5000,5000,5000,27m²,04.06.2023,12.06.2023,20230424,5000
1346,10060793,www.wg-gesucht.de/wg-zimmer-in-Berlin-Gesundbrunnen.10060793.html,11.05.2023,"Berlin
                                                                    Marienfelde",Berlin,                                                                   Marienfelde,Muster Str. 1,550€,5000,5000,5000,16m²,11.05.2023,,20230424,5000
1347,10002741,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10002741.html,11.05.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,650€,5000,5000,5000,33m²,01.10.2023,30.04.2024,20230424,5000
1348,8024358,www.wg-gesucht.de/wg-zimmer-in-Berlin-Dahlem.8024358.html,11.05.2023,"Berlin
                                                                    Gesundbrunnen",Berlin,                                                                   Gesundbrunnen,Muster Str. 1,400€,5000,5000,5000,50m²,14.05.2023,28.05.2023,20230424,5000
1349,7327354,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.7327354.html,11.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,1272€,5000,5000,5000,16m²,01.06.2023,,20230424,5000
1350,4649688,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.4649688.html,11.05.2023,"Berlin
                                                                    Dahlem",Berlin,                                                                   Dahlem,Muster Str. 1,232€,5000,5000,5000,12m²,11.05.2023,,20230424,5000
1351,10049745,www.wg-gesucht.de/wg-zimmer-in-Berlin-Werneuchen.10049745.html,11.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,500€,5000,5000,5000,15m²,11.05.2023,31.12.2023,20230424,5000
1352,10060124,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10060124.html,11.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,700€,5000,5000,5000,17m²,11.05.2023,30.06.2023,20230424,5000
1353,7072951,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7072951.html,11.05.2023,"Berlin
                                                                    Werneuchen",Berlin,                                                                   Werneuchen,Muster Str. 1,400€,5000,5000,5000,30m²,01.06.2023,,20230424,5000
1354,10053339,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10053339.html,10.05.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,550€,5000,5000,5000,18m²,01.06.2023,,20230424,5000
1355,5709603,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.5709603.html,10.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,750€,5000,5000,5000,16m²,01.06.2023,,20230424,5000
1356,10059527,www.wg-gesucht.de/wg-zimmer-in-Berlin-Niederschoeneweide.10059527.html,10.05.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,350€,5000,5000,5000,15m²,17.06.2023,01.07.2023,20230424,5000
1357,9488492,www.wg-gesucht.de/wg-zimmer-in-Berlin-Zehlendorf.9488492.html,10.05.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,500€,5000,5000,5000,12m²,01.06.2023,30.09.2023,20230424,5000
1358,9752403,www.wg-gesucht.de/wg-zimmer-in-Berlin-prenzlauer-Berg.9752403.html,10.05.2023,"Berlin
                                                                    Niederschöneweide",Berlin,                                                                   Niederschöneweide,Muster Str. 1,750€,5000,5000,5000,25m²,01.06.2023,01.12.2023,20230424,5000
1359,10059313,www.wg-gesucht.de/wg-zimmer-in-Berlin-Buchholz.10059313.html,10.05.2023,"Berlin
                                                                    Zehlendorf",Berlin,                                                                   Zehlendorf,Muster Str. 1,435€,5000,5000,5000,10m²,29.05.2023,01.08.2023,20230424,5000
1360,9678069,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9678069.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,570 €,5000,5000,5000,13m²,01.06.2023,,20230424,5000
1361,8817316,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lankwitz.8817316.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,530 €,5000,5000,5000,25m²,01.06.2023,,20230424,5000
1362,10058724,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10058724.html,10.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,750€,5000,5000,5000,17m²,01.07.2023,01.10.2023,20230424,5000
1363,9370944,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neu-Westend.9370944.html,10.05.2023,"Berlin
                                                                    Lankwitz",Berlin,                                                                   Lankwitz,Muster Str. 1,430€,5000,5000,5000,15m²,21.05.2023,,20230424,5000
1364,9351890,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.9351890.html,10.05.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,800€,5000,5000,5000,23m²,01.07.2023,01.12.2023,20230424,5000
1365,8733634,www.wg-gesucht.de/wg-zimmer-in-Berlin.8733634.html,09.05.2023,"Berlin
                                                                    Neu Westend",Berlin,                                                                   Neu Westend,Muster Str. 1,543€,5000,5000,5000,12m²,15.05.2023,31.07.2023,20230424,5000
1366,7662711,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.7662711.html,09.05.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,1050€,5000,5000,5000,27m²,01.06.2023,,20230424,5000
1367,9866346,www.wg-gesucht.de/wg-zimmer-in-Berlin.9866346.html,09.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,720€,5000,5000,5000,14m²,03.06.2023,30.09.2023,20230424,5000
1368,9172826,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9172826.html,09.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,800€,5000,5000,5000,11m²,01.08.2023,01.11.2023,20230424,5000
1369,9970280,www.wg-gesucht.de/wg-zimmer-in-Berlin-Nahe-von-Friedrichshain.9970280.html,09.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,660€,5000,5000,5000,23m²,01.07.2023,,20230424,5000
1370,10051976,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10051976.html,09.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,450€,5000,5000,5000,25m²,31.05.2023,15.06.2023,20230424,5000
1371,10037848,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10037848.html,09.05.2023,"Berlin
                                                                    Nahe von Friedrichshain",Berlin,                                                                   Nahe von Friedrichshain,Muster Str. 1,800€,5000,5000,5000,15m²,06.07.2023,06.10.2023,20230424,5000
1372,9977531,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9977531.html,09.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,500€,5000,5000,5000,16m²,01.07.2023,15.08.2023,20230424,5000
1373,7762626,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz-Zehlendorf.7762626.html,09.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,950€,5000,5000,5000,20m²,01.06.2023,25.07.2023,20230424,5000
1374,9461022,www.wg-gesucht.de/wg-zimmer-in-Berlin.9461022.html,09.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,400€,5000,5000,5000,10m²,15.05.2023,01.09.2023,20230424,5000
1375,10056877,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10056877.html,09.05.2023,"Berlin
                                                                    Steglitz-Zehlendorf",Berlin,                                                                   Steglitz-Zehlendorf,Muster Str. 1,750€,5000,5000,5000,24m²,01.10.2023,01.10.2024,20230424,5000
1376,10056766,www.wg-gesucht.de/wg-zimmer-in-Berlin-Adlershof.10056766.html,09.05.2023,Berlin,Berlin,Berlin,Muster Str. 1,650€,5000,5000,5000,20m²,17.06.2023,27.08.2023,20230424,5000
1377,8486196,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.8486196.html,09.05.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,450€,5000,5000,5000,17m²,01.06.2023,,20230424,5000
1378,9776293,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9776293.html,09.05.2023,"Berlin
                                                                    Adlershof",Berlin,                                                                   Adlershof,Muster Str. 1,650€,5000,5000,5000,17m²,15.05.2023,25.06.2023,20230424,5000
1379,10056605,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10056605.html,09.05.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,650€,5000,5000,5000,15m²,15.07.2023,17.09.2023,20230424,5000
1380,9978512,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.9978512.html,31.05.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,480 €,5000,5000,5000,19m²,01.06.2023,,20230424,5000
1381,10056577,www.wg-gesucht.de/wg-zimmer-in-Berlin-Lichterfelde-West.10056577.html,31.05.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,450 €,5000,5000,5000,21m²,01.06.2023,,20230424,5000
1382,5531759,www.wg-gesucht.de/wg-zimmer-in-Berlin-Dahlem.5531759.html,09.05.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,730€,5000,5000,5000,23m²,15.05.2023,30.04.2025,20230424,5000
1383,10056520,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10056520.html,09.05.2023,"Berlin
                                                                    Lichterfelde-West",Berlin,                                                                   Lichterfelde-West,Muster Str. 1,600€,5000,5000,5000,15m²,20.05.2023,01.07.2023,20230424,5000
1384,10011992,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10011992.html,09.05.2023,"Berlin
                                                                    Dahlem",Berlin,                                                                   Dahlem,Muster Str. 1,300€,5000,5000,5000,15m²,01.07.2023,,20230424,5000
1385,9765108,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9765108.html,09.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,65€,5000,5000,5000,25m²,15.05.2023,05.06.2023,20230424,5000
1386,9218773,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.9218773.html,08.05.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,680€,5000,5000,5000,12m²,08.06.2023,31.12.2023,20230424,5000
1387,10026822,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.10026822.html,08.05.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,500€,5000,5000,5000,24m²,16.05.2023,06.06.2023,20230424,5000
1388,10055276,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10055276.html,08.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,36€,5000,5000,5000,27m²,22.06.2023,09.07.2023,20230424,5000
1389,10027042,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10027042.html,08.05.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,890€,5000,5000,5000,13m²,01.07.2023,,20230424,5000
1390,8677959,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.8677959.html,08.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,560€,5000,5000,5000,10m²,01.06.2023,30.09.2023,20230424,5000
1391,10024888,www.wg-gesucht.de/wg-zimmer-in-Berlin-Hellersdorf.10024888.html,08.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,800€,5000,5000,5000,23m²,15.05.2023,30.06.2023,20230424,5000
1392,10055139,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10055139.html,08.05.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,970€,5000,5000,5000,21m²,01.06.2023,,20230424,5000
1393,7231529,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.7231529.html,08.05.2023,"Berlin
                                                                    Hellersdorf",Berlin,                                                                   Hellersdorf,Muster Str. 1,550€,5000,5000,5000,15m²,01.06.2023,,20230424,5000
1394,8863625,www.wg-gesucht.de/wg-zimmer-in-Berlin-Rummelsburg.8863625.html,08.05.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,650€,5000,5000,5000,20m²,02.06.2023,30.06.2023,20230424,5000
1395,10025723,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10025723.html,08.05.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,580€,5000,5000,5000,20m²,15.05.2023,,20230424,5000
1396,10055095,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10055095.html,08.05.2023,"Berlin
                                                                    Rummelsburg",Berlin,                                                                   Rummelsburg,Muster Str. 1,550€,5000,5000,5000,17m²,01.07.2023,31.03.2024,20230424,5000
1397,10054938,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10054938.html,08.05.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,65€,5000,5000,5000,14m²,23.05.2023,10.06.2023,20230424,5000
1398,10054936,www.wg-gesucht.de/wg-zimmer-in-Berlin-Altglienicke.10054936.html,08.05.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,600€,5000,5000,5000,10m²,01.06.2023,,20230424,5000
